Response_ID,Age,Gender,Income,Occupation,Gym_Days_Per_Week,Workout_Type,Gym_Duration_Years,Hist_Foot_Infection,Forgetting_Freq,Primary_Pain_Point,Prev_Foot_Care,Hygiene_Score,Skin_Sensitivity,Imp_Material,Imp_Antibacterial,Imp_Antimicrobial,Imp_Price,Imp_Lifestyle_Fit,Imp_Brand,Monthly_Activewear_Spend,WTP_Disposable_Socks,Max_WTP_Per_Pair,Subscription_Interest,Eco_Trend_Score,Vendor_Trust_Score,QC_Score,Preferred_Pack,Primary_Purchase_Driver,Brand_Stigma,Open_Ended_Reason,Owns_Gym_Bag,Owns_Shaker_Bottle,Buys_Sweat_Towel,Buys_Body_Wipes,Buys_Deodorant_Sticks,Interested_Disposable_Underwear,Uses_Foot_Powder_Insert,Buys_Blister_Plasters,Uses_Muscle_Recovery_Balm,Products_Purchased_Together,Recency_Days,Frequency_Purchases_6M,Monetary_Spend_6M
464,36,Male,100k+,Corporate,3,Cardio,2,Yes,5,Odor,0,6,0,2,5,5,5,2,2,203.06,1,15-25,2,2,4,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Disposable_Socks; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters,39,4,178.71
465,25,Female,Under_30k,Blue_Collar,5,Weights,3,Yes,4,Blisters,0,3,0,4,5,3,1,3,2,153.02,0,Under_15,3,3,1,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,No,No,No,No,Yes,No,Yes,Yes,Disposable_Underwear; Blister_Plasters; Muscle_Recovery_Balm,47,4,151.1
466,36,Female,50k-100k,Entrepreneur,4,Pilates,2,No,1,Blisters,No,7,Sensitive,5,3,3,5,4,3,383.98,1,35+,3,5,3,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Deodorant_Sticks; Disposable_Underwear; Blister_Plasters,49,4,341.95
467,25,Female,100k+,Corporate,2,Cardio,2,Yes,5,Odor,0,7,0,3,4,4,5,2,2,165.94,1,15-25,3,2,5,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert,49,3,133.75
468,24,Male,30k-50k,Student,5,Weights,3,No,5,Blisters,0,5,0,3,5,1,2,3,3,121.18,0,Under_15,1,3,1,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,No,Yes,Yes,No,Yes,No,No,Yes,Gym_Bag; Sweat_Towel; Body_Wipes; Disposable_Underwear; Muscle_Recovery_Balm,38,1,57.62
469,23,Female,30k-50k,Student,5,Yoga,2,Yes,2,Tightness,1,8,Normal,5,4,5,3,5,5,285.94,1,15-25,3,4,2,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert,38,5,246.27
470,27,Female,100k+,Corporate,3,Cardio,2,Yes,5,Odor,0,7,0,5,4,5,5,3,3,203.25,1,25-35,2,3,4,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,45,4,227.96
471,25,Male,100k+,Corporate,4,Cardio,2,No,4,Odor,0,7,0,4,3,5,5,2,2,231.67,1,15-25,2,3,4,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,47,3,191.35
472,17,Male,30k-50k,Student,5,Weights,3,No,4,Blisters,0,6,0,4,4,2,1,3,1,105.24,0,15-25,1,1,2,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,Yes,Yes,No,Yes,No,No,Yes,Yes,Shaker_Bottle; Sweat_Towel; Deodorant_Sticks; Blister_Plasters; Muscle_Recovery_Balm,46,1,69.31
473,34,Female,100k+,Corporate,2,Pilates,2,No,3,Odor,No,5,Sensitive,4,2,4,3,4,5,434.82,1,25-35,4,5,3,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,No,No,No,Yes,Yes,No,Yes,No,Disposable_Socks; Gym_Bag; Deodorant_Sticks; Disposable_Underwear; Blister_Plasters,42,3,281.46
474,18,Non-binary,Under_30k,Student,3,Pilates,2,Yes,4,Tightness,1,8,Normal,5,3,5,3,4,4,246.13,1,15-25,5,4,2,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Disposable_Socks; Gym_Bag; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Blister_Plasters; Muscle_Recovery_Balm,42,3,187.9
475,30,Female,100k+,Corporate,1,Cardio,2,Yes,4,Odor,0,6,0,4,2,4,4,2,2,204.42,1,25-35,2,3,4,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,No,No,No,No,No,Yes,Yes,No,Disposable_Socks; Gym_Bag; Foot_Powder_Insert; Blister_Plasters,45,2,176.88
476,32,Female,50k-100k,Corporate,5,Pilates,2,Yes,2,Blisters,No,7,Normal,5,3,3,4,4,4,391.47,1,35+,1,5,5,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters,47,4,356.27
477,32,Male,50k-100k,Corporate,4,Cardio,2,No,5,Odor,0,7,0,3,3,5,4,2,2,179.56,1,25-35,1,2,5,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert,54,2,147.84
478,29,Female,100k+,Entrepreneur,2,Pilates,2,Yes,1,Odor,Yes,10,Normal,5,2,4,4,3,4,309.82,1,35+,5,4,3,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,No,Yes,No,Yes,No,Yes,No,No,Disposable_Socks; Sweat_Towel; Deodorant_Sticks; Foot_Powder_Insert,35,3,283.41
479,17,Male,30k-50k,Blue_Collar,3,Weights,3,No,3,Blisters,0,5,0,3,5,2,2,4,1,37.57,0,Under_15,1,2,2,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,No,Yes,No,Yes,No,Yes,No,Yes,Sweat_Towel; Deodorant_Sticks; Foot_Powder_Insert; Muscle_Recovery_Balm,56,2,60.34
480,20,Non-binary,Under_30k,Student,3,Pilates,2,Yes,2,Tightness,1,6,Normal,4,3,4,3,5,5,193.04,1,15-25,4,4,3,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Disposable_Socks; Gym_Bag; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Blister_Plasters; Muscle_Recovery_Balm,35,5,195.59
481,28,Female,50k-100k,Entrepreneur,4,Pilates,2,Yes,1,Odor,Yes,9,Normal,5,3,4,4,3,4,373.73,1,25-35,3,4,3,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Disposable_Socks; Shaker_Bottle; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Muscle_Recovery_Balm,49,5,315.62
482,21,Male,Under_30k,Corporate,7,Weights,3,No,4,Blisters,0,4,0,4,5,3,2,4,2,105.62,0,Under_15,2,2,1,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,Yes,Yes,No,Yes,No,No,No,No,Gym_Bag; Shaker_Bottle; Sweat_Towel; Deodorant_Sticks,42,4,84.4
483,21,Non-binary,30k-50k,Student,6,Pilates,2,Yes,2,Tightness,1,7,Sensitive,5,3,4,4,5,5,229.78,1,25-35,4,5,3,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,Yes,No,No,No,No,No,No,Yes,Disposable_Socks; Shaker_Bottle; Muscle_Recovery_Balm,29,6,292.46
484,36,Female,100k+,Entrepreneur,3,Yoga,2,No,2,Blisters,No,8,Normal,4,3,3,3,3,5,351.49,1,35+,4,4,4,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,Yes,No,Yes,Yes,Yes,No,No,No,Disposable_Socks; Shaker_Bottle; Body_Wipes; Deodorant_Sticks; Disposable_Underwear,51,3,268.79
485,27,Male,Under_30k,Blue_Collar,5,Weights,3,No,3,Blisters,0,4,0,3,4,2,1,4,2,97.65,0,Under_15,1,1,2,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,Yes,No,No,No,No,No,No,Yes,Gym_Bag; Shaker_Bottle; Muscle_Recovery_Balm,41,3,90.42
486,24,Male,Under_30k,Blue_Collar,6,Weights,3,No,3,Blisters,0,3,0,3,4,2,2,4,1,99.28,0,15-25,1,2,2,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,Yes,No,No,No,No,No,Yes,Yes,Gym_Bag; Shaker_Bottle; Blister_Plasters; Muscle_Recovery_Balm,36,5,138.18
487,33,Female,100k+,Entrepreneur,4,Yoga,2,No,1,Blisters,No,8,Normal,5,3,3,4,3,5,364.65,1,35+,3,5,3,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,Yes,Yes,No,No,No,No,Yes,No,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Blister_Plasters,36,5,389.99
488,23,Male,30k-50k,Blue_Collar,7,Weights,3,Yes,2,Blisters,0,4,0,4,4,1,2,4,2,82.43,0,15-25,2,2,1,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,Yes,No,No,No,No,Yes,Yes,No,Gym_Bag; Shaker_Bottle; Foot_Powder_Insert; Blister_Plasters,34,6,164.18
489,30,Female,50k-100k,Corporate,5,Yoga,2,Yes,1,Blisters,Yes,8,Sensitive,4,1,3,3,3,5,388.73,1,35+,3,4,3,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Disposable_Socks; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,34,6,429.74
490,20,Male,Under_30k,Student,5,Yoga,2,Yes,4,Tightness,1,8,Sensitive,4,4,4,4,4,5,235.68,1,15-25,5,5,2,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert; Muscle_Recovery_Balm,34,4,222.3
491,17,Male,Under_30k,Student,6,Pilates,2,No,2,Tightness,1,9,Normal,4,3,5,4,4,5,288.23,1,25-35,3,4,2,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,Yes,Yes,Yes,Yes,No,No,No,No,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks,28,5,285.73
492,30,Female,100k+,Entrepreneur,3,Yoga,2,Yes,1,Blisters,Yes,8,Normal,5,3,3,4,3,3,328.95,1,25-35,4,4,3,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Body_Wipes; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,49,3,244.42
493,19,Male,Under_30k,Student,5,Weights,3,Yes,4,Blisters,0,4,0,3,5,2,1,3,2,113.44,0,Under_15,1,1,2,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,Yes,No,No,No,No,Yes,Yes,Yes,Shaker_Bottle; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,53,3,91.14
494,27,Female,100k+,Corporate,4,Yoga,2,Yes,1,Blisters,No,8,Normal,5,2,4,4,3,5,272.21,1,35+,4,5,3,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert,35,6,388.72
495,36,Male,50k-100k,Corporate,3,Yoga,2,No,2,Odor,No,8,Normal,4,2,3,4,3,4,441.91,1,25-35,3,4,4,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,No,No,Yes,No,Yes,No,Yes,No,Disposable_Socks; Body_Wipes; Disposable_Underwear; Blister_Plasters,33,3,310.95
496,26,Male,50k-100k,Corporate,4,Cardio,2,Yes,4,Odor,0,5,0,5,3,5,4,3,2,228.97,1,25-35,4,2,4,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters,45,4,219.77
497,20,Non-binary,Under_30k,Student,5,Yoga,2,No,1,Tightness,1,10,Sensitive,4,4,5,4,4,4,226.12,1,15-25,2,4,3,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,48,5,223.45
498,29,Male,50k-100k,Corporate,3,Cardio,2,Yes,5,Odor,0,7,0,3,3,4,5,2,3,166.08,1,25-35,2,3,4,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,45,2,152.12
499,25,Female,100k+,Corporate,3,Cardio,2,No,4,Odor,0,7,0,2,4,4,4,3,3,180.69,1,15-25,1,2,4,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,38,2,161.49
500,16,Female,Under_30k,Student,5,Yoga,2,Yes,2,Tightness,1,8,Sensitive,5,3,4,3,4,5,219.59,1,15-25,3,4,2,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,Yes,Yes,No,No,Yes,No,No,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Disposable_Underwear,39,4,186.5
